date,crop_type,region,price_ngn_per_kg,month,day_of_year,day_of_week,seasonal_factor
2024-10-09,cowpea,kano,491.59,10,283,2,0.85
2024-10-10,cowpea,kano,509.93,10,284,3,0.85
2024-10-11,cowpea,kano,513.45,10,285,4,0.85
2024-10-12,cowpea,kano,505.24,10,286,5,0.85
2024-10-13,cowpea,kano,468.78,10,287,6,0.85
2024-10-14,cowpea,kano,567.75,10,288,0,0.85
2024-10-15,cowpea,kano,567.47,10,289,1,0.85
2024-10-16,cowpea,kano,527.26,10,290,2,0.85
2024-10-17,cowpea,kano,499.67,10,291,3,0.85
2024-10-18,cowpea,kano,484.79,10,292,4,0.85
2024-10-19,cowpea,kano,493.95,10,293,5,0.85
2024-10-20,cowpea,kano,522.63,10,294,6,0.85
2024-10-21,cowpea,kano,585.53,10,295,0,0.85
2024-10-22,cowpea,kano,465.81,10,296,1,0.85
2024-10-23,cowpea,kano,449.89,10,297,2,0.85
2024-10-24,cowpea,kano,566.43,10,298,3,0.85
2024-10-25,cowpea,kano,497.09,10,299,4,0.85
2024-10-26,cowpea,kano,530.88,10,300,5,0.85
2024-10-27,cowpea,kano,538.01,10,301,6,0.85
2024-10-28,cowpea,kano,489.32,10,302,0,0.85
2024-10-29,cowpea,kano,463.73,10,303,1,0.85
2024-10-30,cowpea,kano,592.05,10,304,2,0.85
2024-10-31,cowpea,kano,497.61,10,305,3,0.85
2024-11-01,cowpea,kano,550.24,11,306,4,0.88
2024-11-02,cowpea,kano,518.28,11,307,5,0.88
2024-11-03,cowpea,kano,524.27,11,308,6,0.88
2024-11-04,cowpea,kano,437.48,11,309,0,0.88
2024-11-05,cowpea,kano,585.51,11,310,1,0.88
2024-11-06,cowpea,kano,619.59,11,311,2,0.88
2024-11-07,cowpea,kano,518.23,11,312,3,0.88
2024-11-08,cowpea,kano,537.33,11,313,4,0.88
2024-11-09,cowpea,kano,514.05,11,314,5,0.88
2024-11-10,cowpea,kano,455.75,11,315,6,0.88
2024-11-11,cowpea,kano,552.44,11,316,0,0.88
2024-11-12,cowpea,kano,461.84,11,317,1,0.88
2024-11-13,cowpea,kano,522.62,11,318,2,0.88
2024-11-14,cowpea,kano,536.85,11,319,3,0.88
2024-11-15,cowpea,kano,526.33,11,320,4,0.88
2024-11-16,cowpea,kano,589.9,11,321,5,0.88
2024-11-17,cowpea,kano,559.41,11,322,6,0.88
2024-11-18,cowpea,kano,500.5,11,323,0,0.88
2024-11-19,cowpea,kano,451.86,11,324,1,0.88
2024-11-20,cowpea,kano,539.7,11,325,2,0.88
2024-11-21,cowpea,kano,502.55,11,326,3,0.88
2024-11-22,cowpea,kano,493.07,11,327,4,0.88
2024-11-23,cowpea,kano,548.75,11,328,5,0.88
2024-11-24,cowpea,kano,566.92,11,329,6,0.88
2024-11-25,cowpea,kano,496.9,11,330,0,0.88
2024-11-26,cowpea,kano,480.16,11,331,1,0.88
2024-11-27,cowpea,kano,451.21,11,332,2,0.88
2024-11-28,cowpea,kano,485.86,11,333,3,0.88
2024-11-29,cowpea,kano,454.79,11,334,4,0.88
2024-11-30,cowpea,kano,511.66,11,335,5,0.88
2024-12-01,cowpea,kano,763.57,12,336,6,1.1
2024-12-02,cowpea,kano,638.16,12,337,0,1.1
2024-12-03,cowpea,kano,736.86,12,338,1,1.1
2024-12-04,cowpea,kano,664.98,12,339,2,1.1
2024-12-05,cowpea,kano,653.13,12,340,3,1.1
2024-12-06,cowpea,kano,608.27,12,341,4,1.1
2024-12-07,cowpea,kano,648.49,12,342,5,1.1
2024-12-08,cowpea,kano,740.49,12,343,6,1.1
2024-12-09,cowpea,kano,649.87,12,344,0,1.1
2024-12-10,cowpea,kano,748.25,12,345,1,1.1
2024-12-11,cowpea,kano,713.63,12,346,2,1.1
2024-12-12,cowpea,kano,696.81,12,347,3,1.1
2024-12-13,cowpea,kano,728.82,12,348,4,1.1
2024-12-14,cowpea,kano,568.33,12,349,5,1.1
2024-12-15,cowpea,kano,653.64,12,350,6,1.1
2024-12-16,cowpea,kano,678.21,12,351,0,1.1
2024-12-17,cowpea,kano,695.41,12,352,1,1.1
2024-12-18,cowpea,kano,783.96,12,353,2,1.1
2024-12-19,cowpea,kano,564.4,12,354,3,1.1
2024-12-20,cowpea,kano,669.3,12,355,4,1.1
2024-12-21,cowpea,kano,672.67,12,356,5,1.1
2024-12-22,cowpea,kano,731.89,12,357,6,1.1
2024-12-23,cowpea,kano,663.88,12,358,0,1.1
2024-12-24,cowpea,kano,711.76,12,359,1,1.1
2024-12-25,cowpea,kano,667.09,12,360,2,1.1
2024-12-26,cowpea,kano,699.77,12,361,3,1.1
2024-12-27,cowpea,kano,664.56,12,362,4,1.1
2024-12-28,cowpea,kano,682.85,12,363,5,1.1
2024-12-29,cowpea,kano,654.78,12,364,6,1.1
2024-12-30,cowpea,kano,631.38,12,365,0,1.1
2024-12-31,cowpea,kano,782.06,12,366,1,1.1
2025-01-01,cowpea,kano,728.0,1,1,2,1.15
2025-01-02,cowpea,kano,597.72,1,2,3,1.15
2025-01-03,cowpea,kano,711.24,1,3,4,1.15
2025-01-04,cowpea,kano,774.86,1,4,5,1.15
2025-01-05,cowpea,kano,714.99,1,5,6,1.15
2025-01-06,cowpea,kano,616.61,1,6,0,1.15
2025-01-07,cowpea,kano,645.14,1,7,1,1.15
2025-01-08,cowpea,kano,675.23,1,8,2,1.15
2025-01-09,cowpea,kano,744.52,1,9,3,1.15
2025-01-10,cowpea,kano,681.1,1,10,4,1.15
2025-01-11,cowpea,kano,694.97,1,11,5,1.15
2025-01-12,cowpea,kano,706.61,1,12,6,1.15
2025-01-13,cowpea,kano,693.77,1,13,0,1.15
2025-01-14,cowpea,kano,774.79,1,14,1,1.15
2025-01-15,cowpea,kano,708.65,1,15,2,1.15
2025-01-16,cowpea,kano,760.52,1,16,3,1.15
2025-01-17,cowpea,kano,800.2,1,17,4,1.15
2025-01-18,cowpea,kano,692.52,1,18,5,1.15
2025-01-19,cowpea,kano,667.57,1,19,6,1.15
2025-01-20,cowpea,kano,761.05,1,20,0,1.15
2025-01-21,cowpea,kano,663.34,1,21,1,1.15
2025-01-22,cowpea,kano,802.82,1,22,2,1.15
2025-01-23,cowpea,kano,725.53,1,23,3,1.15
2025-01-24,cowpea,kano,732.63,1,24,4,1.15
2025-01-25,cowpea,kano,555.51,1,25,5,1.15
2025-01-26,cowpea,kano,685.99,1,26,6,1.15
2025-01-27,cowpea,kano,762.44,1,27,0,1.15
2025-01-28,cowpea,kano,503.55,1,28,1,1.15
2025-01-29,cowpea,kano,642.44,1,29,2,1.15
2025-01-30,cowpea,kano,702.33,1,30,3,1.15
2025-01-31,cowpea,kano,733.37,1,31,4,1.15
2025-02-01,cowpea,kano,862.78,2,32,5,1.2
2025-02-02,cowpea,kano,785.67,2,33,6,1.2
2025-02-03,cowpea,kano,690.75,2,34,0,1.2
2025-02-04,cowpea,kano,697.58,2,35,1,1.2
2025-02-05,cowpea,kano,664.94,2,36,2,1.2
2025-02-06,cowpea,kano,710.73,2,37,3,1.2
2025-02-07,cowpea,kano,835.45,2,38,4,1.2
2025-02-08,cowpea,kano,783.06,2,39,5,1.2
2025-02-09,cowpea,kano,796.48,2,40,6,1.2
2025-02-10,cowpea,kano,836.72,2,41,0,1.2
2025-02-11,cowpea,kano,798.56,2,42,1,1.2
2025-02-12,cowpea,kano,679.56,2,43,2,1.2
2025-02-13,cowpea,kano,812.98,2,44,3,1.2
2025-02-14,cowpea,kano,882.88,2,45,4,1.2
2025-02-15,cowpea,kano,681.87,2,46,5,1.2
2025-02-16,cowpea,kano,602.47,2,47,6,1.2
2025-02-17,cowpea,kano,776.25,2,48,0,1.2
2025-02-18,cowpea,kano,836.57,2,49,1,1.2
2025-02-19,cowpea,kano,819.14,2,50,2,1.2
2025-02-20,cowpea,kano,885.7,2,51,3,1.2
2025-02-21,cowpea,kano,840.37,2,52,4,1.2
2025-02-22,cowpea,kano,722.77,2,53,5,1.2
2025-02-23,cowpea,kano,828.89,2,54,6,1.2
2025-02-24,cowpea,kano,762.79,2,55,0,1.2
2025-02-25,cowpea,kano,746.87,2,56,1,1.2
2025-02-26,cowpea,kano,726.16,2,57,2,1.2
2025-02-27,cowpea,kano,831.73,2,58,3,1.2
2025-02-28,cowpea,kano,691.44,2,59,4,1.2
2025-03-01,cowpea,kano,712.13,3,60,5,1.1
2025-03-02,cowpea,kano,667.64,3,61,6,1.1
2025-03-03,cowpea,kano,704.3,3,62,0,1.1
2025-03-04,cowpea,kano,692.57,3,63,1,1.1
2025-03-05,cowpea,kano,706.79,3,64,2,1.1
2025-03-06,cowpea,kano,725.28,3,65,3,1.1
2025-03-07,cowpea,kano,661.72,3,66,4,1.1
2025-03-08,cowpea,kano,636.21,3,67,5,1.1
2025-03-09,cowpea,kano,660.76,3,68,6,1.1
2025-03-10,cowpea,kano,714.78,3,69,0,1.1
2025-03-11,cowpea,kano,706.78,3,70,1,1.1
2025-03-12,cowpea,kano,662.07,3,71,2,1.1
2025-03-13,cowpea,kano,714.79,3,72,3,1.1
2025-03-14,cowpea,kano,770.45,3,73,4,1.1
2025-03-15,cowpea,kano,708.52,3,74,5,1.1
2025-03-16,cowpea,kano,494.61,3,75,6,1.1
2025-03-17,cowpea,kano,626.96,3,76,0,1.1
2025-03-18,cowpea,kano,789.35,3,77,1,1.1
2025-03-19,cowpea,kano,808.48,3,78,2,1.1
2025-03-20,cowpea,kano,706.82,3,79,3,1.1
2025-03-21,cowpea,kano,786.95,3,80,4,1.1
2025-03-22,cowpea,kano,727.81,3,81,5,1.1
2025-03-23,cowpea,kano,604.86,3,82,6,1.1
2025-03-24,cowpea,kano,660.92,3,83,0,1.1
2025-03-25,cowpea,kano,764.88,3,84,1,1.1
2025-03-26,cowpea,kano,648.94,3,85,2,1.1
2025-03-27,cowpea,kano,728.26,3,86,3,1.1
2025-03-28,cowpea,kano,717.44,3,87,4,1.1
2025-03-29,cowpea,kano,664.49,3,88,5,1.1
2025-03-30,cowpea,kano,887.67,3,89,6,1.1
2025-03-31,cowpea,kano,810.71,3,90,0,1.1
2025-04-01,cowpea,kano,591.95,4,91,1,0.95
2025-04-02,cowpea,kano,548.37,4,92,2,0.95
2025-04-03,cowpea,kano,491.19,4,93,3,0.95
2025-04-04,cowpea,kano,598.15,4,94,4,0.95
2025-04-05,cowpea,kano,639.39,4,95,5,0.95
2025-04-06,cowpea,kano,569.39,4,96,6,0.95
2025-04-07,cowpea,kano,616.04,4,97,0,0.95
2025-04-08,cowpea,kano,608.41,4,98,1,0.95
2025-04-09,cowpea,kano,638.25,4,99,2,0.95
2025-04-10,cowpea,kano,631.35,4,100,3,0.95
2025-04-11,cowpea,kano,608.77,4,101,4,0.95
2025-04-12,cowpea,kano,583.21,4,102,5,0.95
2025-04-13,cowpea,kano,672.89,4,103,6,0.95
2025-04-14,cowpea,kano,647.69,4,104,0,0.95
2025-04-15,cowpea,kano,652.45,4,105,1,0.95
2025-04-16,cowpea,kano,559.92,4,106,2,0.95
2025-04-17,cowpea,kano,622.11,4,107,3,0.95
2025-04-18,cowpea,kano,639.16,4,108,4,0.95
2025-04-19,cowpea,kano,584.61,4,109,5,0.95
2025-04-20,cowpea,kano,503.88,4,110,6,0.95
2025-04-21,cowpea,kano,628.39,4,111,0,0.95
2025-04-22,cowpea,kano,604.05,4,112,1,0.95
2025-04-23,cowpea,kano,606.6,4,113,2,0.95
2025-04-24,cowpea,kano,557.9,4,114,3,0.95
2025-04-25,cowpea,kano,795.44,4,115,4,0.95
2025-04-26,cowpea,kano,688.79,4,116,5,0.95
2025-04-27,cowpea,kano,569.77,4,117,6,0.95
2025-04-28,cowpea,kano,734.49,4,118,0,0.95
2025-04-29,cowpea,kano,563.81,4,119,1,0.95
2025-04-30,cowpea,kano,565.61,4,120,2,0.95
2025-05-01,cowpea,kano,641.48,5,121,3,0.9
2025-05-02,cowpea,kano,598.42,5,122,4,0.9
2025-05-03,cowpea,kano,606.03,5,123,5,0.9
2025-05-04,cowpea,kano,578.04,5,124,6,0.9
2025-05-05,cowpea,kano,531.53,5,125,0,0.9
2025-05-06,cowpea,kano,589.49,5,126,1,0.9
2025-05-07,cowpea,kano,552.41,5,127,2,0.9
2025-05-08,cowpea,kano,615.02,5,128,3,0.9
2025-05-09,cowpea,kano,653.99,5,129,4,0.9
2025-05-10,cowpea,kano,532.88,5,130,5,0.9
2025-05-11,cowpea,kano,502.64,5,131,6,0.9
2025-05-12,cowpea,kano,693.13,5,132,0,0.9
2025-05-13,cowpea,kano,648.45,5,133,1,0.9
2025-05-14,cowpea,kano,655.69,5,134,2,0.9
2025-05-15,cowpea,kano,499.54,5,135,3,0.9
2025-05-16,cowpea,kano,630.61,5,136,4,0.9
2025-05-17,cowpea,kano,732.87,5,137,5,0.9
2025-05-18,cowpea,kano,665.8,5,138,6,0.9
2025-05-19,cowpea,kano,585.01,5,139,0,0.9
2025-05-20,cowpea,kano,658.54,5,140,1,0.9
2025-05-21,cowpea,kano,616.47,5,141,2,0.9
2025-05-22,cowpea,kano,625.12,5,142,3,0.9
2025-05-23,cowpea,kano,632.47,5,143,4,0.9
2025-05-24,cowpea,kano,482.11,5,144,5,0.9
2025-05-25,cowpea,kano,623.74,5,145,6,0.9
2025-05-26,cowpea,kano,657.9,5,146,0,0.9
2025-05-27,cowpea,kano,598.35,5,147,1,0.9
2025-05-28,cowpea,kano,726.7,5,148,2,0.9
2025-05-29,cowpea,kano,599.31,5,149,3,0.9
2025-05-30,cowpea,kano,628.01,5,150,4,0.9
2025-05-31,cowpea,kano,593.69,5,151,5,0.9
2025-06-01,cowpea,kano,586.76,6,152,6,0.88
2025-06-02,cowpea,kano,574.18,6,153,0,0.88
2025-06-03,cowpea,kano,610.18,6,154,1,0.88
2025-06-04,cowpea,kano,576.8,6,155,2,0.88
2025-06-05,cowpea,kano,581.64,6,156,3,0.88
2025-06-06,cowpea,kano,676.34,6,157,4,0.88
2025-06-07,cowpea,kano,495.71,6,158,5,0.88
2025-06-08,cowpea,kano,548.83,6,159,6,0.88
2025-06-09,cowpea,kano,587.48,6,160,0,0.88
2025-06-10,cowpea,kano,571.15,6,161,1,0.88
2025-06-11,cowpea,kano,506.01,6,162,2,0.88
2025-06-12,cowpea,kano,590.37,6,163,3,0.88
2025-06-13,cowpea,kano,562.01,6,164,4,0.88
2025-06-14,cowpea,kano,576.62,6,165,5,0.88
2025-06-15,cowpea,kano,547.23,6,166,6,0.88
2025-06-16,cowpea,kano,563.22,6,167,0,0.88
2025-06-17,cowpea,kano,609.83,6,168,1,0.88
2025-06-18,cowpea,kano,580.56,6,169,2,0.88
2025-06-19,cowpea,kano,584.99,6,170,3,0.88
2025-06-20,cowpea,kano,575.14,6,171,4,0.88
2025-06-21,cowpea,kano,598.57,6,172,5,0.88
2025-06-22,cowpea,kano,522.84,6,173,6,0.88
2025-06-23,cowpea,kano,569.99,6,174,0,0.88
2025-06-24,cowpea,kano,667.77,6,175,1,0.88
2025-06-25,cowpea,kano,513.14,6,176,2,0.88
2025-06-26,cowpea,kano,547.16,6,177,3,0.88
2025-06-27,cowpea,kano,609.63,6,178,4,0.88
2025-06-28,cowpea,kano,683.65,6,179,5,0.88
2025-06-29,cowpea,kano,621.75,6,180,6,0.88
2025-06-30,cowpea,kano,605.49,6,181,0,0.88
2025-07-01,cowpea,kano,623.23,7,182,1,0.92
2025-07-02,cowpea,kano,646.81,7,183,2,0.92
2025-07-03,cowpea,kano,617.99,7,184,3,0.92
2025-07-04,cowpea,kano,618.4,7,185,4,0.92
2025-07-05,cowpea,kano,602.38,7,186,5,0.92
2025-07-06,cowpea,kano,616.87,7,187,6,0.92
2025-07-07,cowpea,kano,597.15,7,188,0,0.92
2025-07-08,cowpea,kano,578.74,7,189,1,0.92
2025-07-09,cowpea,kano,679.08,7,190,2,0.92
2025-07-10,cowpea,kano,598.7,7,191,3,0.92
2025-07-11,cowpea,kano,535.86,7,192,4,0.92
2025-07-12,cowpea,kano,608.13,7,193,5,0.92
2025-07-13,cowpea,kano,572.57,7,194,6,0.92
2025-07-14,cowpea,kano,529.04,7,195,0,0.92
2025-07-15,cowpea,kano,589.53,7,196,1,0.92
2025-07-16,cowpea,kano,712.65,7,197,2,0.92
2025-07-17,cowpea,kano,575.79,7,198,3,0.92
2025-07-18,cowpea,kano,565.91,7,199,4,0.92
2025-07-19,cowpea,kano,535.8,7,200,5,0.92
2025-07-20,cowpea,kano,686.65,7,201,6,0.92
2025-07-21,cowpea,kano,577.56,7,202,0,0.92
2025-07-22,cowpea,kano,613.37,7,203,1,0.92
2025-07-23,cowpea,kano,599.48,7,204,2,0.92
2025-07-24,cowpea,kano,632.38,7,205,3,0.92
2025-07-25,cowpea,kano,627.73,7,206,4,0.92
2025-07-26,cowpea,kano,497.36,7,207,5,0.92
2025-07-27,cowpea,kano,602.87,7,208,6,0.92
2025-07-28,cowpea,kano,614.81,7,209,0,0.92
2025-07-29,cowpea,kano,528.42,7,210,1,0.92
2025-07-30,cowpea,kano,694.22,7,211,2,0.92
2025-07-31,cowpea,kano,631.61,7,212,3,0.92
2025-08-01,cowpea,kano,702.64,8,213,4,0.95
2025-08-02,cowpea,kano,629.9,8,214,5,0.95
2025-08-03,cowpea,kano,627.84,8,215,6,0.95
2025-08-04,cowpea,kano,665.63,8,216,0,0.95
2025-08-05,cowpea,kano,591.99,8,217,1,0.95
2025-08-06,cowpea,kano,586.01,8,218,2,0.95
2025-08-07,cowpea,kano,622.3,8,219,3,0.95
2025-08-08,cowpea,kano,667.79,8,220,4,0.95
2025-08-09,cowpea,kano,667.73,8,221,5,0.95
2025-08-10,cowpea,kano,563.17,8,222,6,0.95
2025-08-11,cowpea,kano,734.49,8,223,0,0.95
2025-08-12,cowpea,kano,700.31,8,224,1,0.95
2025-08-13,cowpea,kano,547.0,8,225,2,0.95
2025-08-14,cowpea,kano,701.49,8,226,3,0.95
2025-08-15,cowpea,kano,620.57,8,227,4,0.95
2025-08-16,cowpea,kano,684.32,8,228,5,0.95
2025-08-17,cowpea,kano,562.59,8,229,6,0.95
2025-08-18,cowpea,kano,691.91,8,230,0,0.95
2025-08-19,cowpea,kano,655.06,8,231,1,0.95
2025-08-20,cowpea,kano,575.16,8,232,2,0.95
2025-08-21,cowpea,kano,642.57,8,233,3,0.95
2025-08-22,cowpea,kano,659.88,8,234,4,0.95
2025-08-23,cowpea,kano,708.27,8,235,5,0.95
2025-08-24,cowpea,kano,631.6,8,236,6,0.95
2025-08-25,cowpea,kano,586.37,8,237,0,0.95
2025-08-26,cowpea,kano,617.07,8,238,1,0.95
2025-08-27,cowpea,kano,747.5,8,239,2,0.95
2025-08-28,cowpea,kano,689.38,8,240,3,0.95
2025-08-29,cowpea,kano,664.09,8,241,4,0.95
2025-08-30,cowpea,kano,649.75,8,242,5,0.95
2025-08-31,cowpea,kano,678.57,8,243,6,0.95
2025-09-01,cowpea,kano,713.53,9,244,0,1.0
2025-09-02,cowpea,kano,748.35,9,245,1,1.0
2025-09-03,cowpea,kano,621.77,9,246,2,1.0
2025-09-04,cowpea,kano,601.72,9,247,3,1.0
2025-09-05,cowpea,kano,747.53,9,248,4,1.0
2025-09-06,cowpea,kano,671.57,9,249,5,1.0
2025-09-07,cowpea,kano,745.0,9,250,6,1.0
2025-09-08,cowpea,kano,659.46,9,251,0,1.0
2025-09-09,cowpea,kano,606.03,9,252,1,1.0
2025-09-10,cowpea,kano,618.36,9,253,2,1.0
2025-09-11,cowpea,kano,773.31,9,254,3,1.0
2025-09-12,cowpea,kano,671.18,9,255,4,1.0
2025-09-13,cowpea,kano,665.75,9,256,5,1.0
2025-09-14,cowpea,kano,774.31,9,257,6,1.0
2025-09-15,cowpea,kano,684.48,9,258,0,1.0
2025-09-16,cowpea,kano,716.4,9,259,1,1.0
2025-09-17,cowpea,kano,604.96,9,260,2,1.0
2025-09-18,cowpea,kano,679.66,9,261,3,1.0
2025-09-19,cowpea,kano,675.9,9,262,4,1.0
2025-09-20,cowpea,kano,699.72,9,263,5,1.0
2025-09-21,cowpea,kano,632.48,9,264,6,1.0
2025-09-22,cowpea,kano,803.34,9,265,0,1.0
2025-09-23,cowpea,kano,645.73,9,266,1,1.0
2025-09-24,cowpea,kano,705.47,9,267,2,1.0
2025-09-25,cowpea,kano,740.48,9,268,3,1.0
2025-09-26,cowpea,kano,722.35,9,269,4,1.0
2025-09-27,cowpea,kano,771.5,9,270,5,1.0
2025-09-28,cowpea,kano,690.62,9,271,6,1.0
2025-09-29,cowpea,kano,674.07,9,272,0,1.0
2025-09-30,cowpea,kano,785.19,9,273,1,1.0
2025-10-01,cowpea,kano,524.15,10,274,2,0.85
2025-10-02,cowpea,kano,599.61,10,275,3,0.85
2025-10-03,cowpea,kano,616.07,10,276,4,0.85
2025-10-04,cowpea,kano,531.05,10,277,5,0.85
2025-10-05,cowpea,kano,573.82,10,278,6,0.85
2025-10-06,cowpea,kano,568.72,10,279,0,0.85
2025-10-07,cowpea,kano,534.29,10,280,1,0.85
2025-10-08,cowpea,kano,519.08,10,281,2,0.85
2025-10-09,cowpea,kano,646.67,10,282,3,0.85
2025-10-10,cowpea,kano,543.32,10,283,4,0.85
2025-10-11,cowpea,kano,585.95,10,284,5,0.85
2025-10-12,cowpea,kano,614.05,10,285,6,0.85
2025-10-13,cowpea,kano,656.05,10,286,0,0.85
2025-10-14,cowpea,kano,613.8,10,287,1,0.85
2025-10-15,cowpea,kano,550.52,10,288,2,0.85
2025-10-16,cowpea,kano,566.26,10,289,3,0.85
2025-10-17,cowpea,kano,587.81,10,290,4,0.85
2025-10-18,cowpea,kano,610.85,10,291,5,0.85
2025-10-19,cowpea,kano,633.63,10,292,6,0.85
2025-10-20,cowpea,kano,636.98,10,293,0,0.85
2025-10-21,cowpea,kano,664.79,10,294,1,0.85
2025-10-22,cowpea,kano,530.47,10,295,2,0.85
2025-10-23,cowpea,kano,538.22,10,296,3,0.85
2025-10-24,cowpea,kano,657.75,10,297,4,0.85
2025-10-25,cowpea,kano,547.73,10,298,5,0.85
2025-10-26,cowpea,kano,526.26,10,299,6,0.85
2025-10-27,cowpea,kano,553.12,10,300,0,0.85
2025-10-28,cowpea,kano,587.8,10,301,1,0.85
2025-10-29,cowpea,kano,554.02,10,302,2,0.85
2025-10-30,cowpea,kano,623.93,10,303,3,0.85
2025-10-31,cowpea,kano,608.1,10,304,4,0.85
2025-11-01,cowpea,kano,626.05,11,305,5,0.88
2025-11-02,cowpea,kano,659.54,11,306,6,0.88
2025-11-03,cowpea,kano,581.83,11,307,0,0.88
2025-11-04,cowpea,kano,602.06,11,308,1,0.88
2025-11-05,cowpea,kano,603.98,11,309,2,0.88
2025-11-06,cowpea,kano,668.56,11,310,3,0.88
2025-11-07,cowpea,kano,566.48,11,311,4,0.88
2025-11-08,cowpea,kano,709.78,11,312,5,0.88
2025-11-09,cowpea,kano,654.2,11,313,6,0.88
2025-11-10,cowpea,kano,648.57,11,314,0,0.88
2025-11-11,cowpea,kano,593.21,11,315,1,0.88
2025-11-12,cowpea,kano,567.17,11,316,2,0.88
2025-11-13,cowpea,kano,548.88,11,317,3,0.88
2025-11-14,cowpea,kano,532.51,11,318,4,0.88
2025-11-15,cowpea,kano,657.05,11,319,5,0.88
2025-11-16,cowpea,kano,707.54,11,320,6,0.88
2025-11-17,cowpea,kano,610.13,11,321,0,0.88
2025-11-18,cowpea,kano,619.98,11,322,1,0.88
2025-11-19,cowpea,kano,657.8,11,323,2,0.88
2025-11-20,cowpea,kano,593.01,11,324,3,0.88
2025-11-21,cowpea,kano,646.58,11,325,4,0.88
2025-11-22,cowpea,kano,596.82,11,326,5,0.88
2025-11-23,cowpea,kano,613.53,11,327,6,0.88
2025-11-24,cowpea,kano,692.05,11,328,0,0.88
2025-11-25,cowpea,kano,624.36,11,329,1,0.88
2025-11-26,cowpea,kano,660.47,11,330,2,0.88
2025-11-27,cowpea,kano,566.52,11,331,3,0.88
2025-11-28,cowpea,kano,628.69,11,332,4,0.88
2025-11-29,cowpea,kano,726.94,11,333,5,0.88
2025-11-30,cowpea,kano,576.96,11,334,6,0.88
2025-12-01,cowpea,kano,783.24,12,335,0,1.1
2025-12-02,cowpea,kano,648.93,12,336,1,1.1
2025-12-03,cowpea,kano,740.8,12,337,2,1.1
2025-12-04,cowpea,kano,758.99,12,338,3,1.1
2025-12-05,cowpea,kano,820.08,12,339,4,1.1
2025-12-06,cowpea,kano,785.84,12,340,5,1.1
2025-12-07,cowpea,kano,724.26,12,341,6,1.1
2025-12-08,cowpea,kano,720.44,12,342,0,1.1
2025-12-09,cowpea,kano,764.61,12,343,1,1.1
2025-12-10,cowpea,kano,944.1,12,344,2,1.1
2025-12-11,cowpea,kano,808.25,12,345,3,1.1
2025-12-12,cowpea,kano,789.95,12,346,4,1.1
2025-12-13,cowpea,kano,768.31,12,347,5,1.1
2025-12-14,cowpea,kano,736.52,12,348,6,1.1
2025-12-15,cowpea,kano,681.8,12,349,0,1.1
2025-12-16,cowpea,kano,734.62,12,350,1,1.1
2025-12-17,cowpea,kano,865.4,12,351,2,1.1
2025-12-18,cowpea,kano,749.96,12,352,3,1.1
2025-12-19,cowpea,kano,745.42,12,353,4,1.1
2025-12-20,cowpea,kano,720.25,12,354,5,1.1
2025-12-21,cowpea,kano,769.37,12,355,6,1.1
2025-12-22,cowpea,kano,907.4,12,356,0,1.1
2025-12-23,cowpea,kano,1035.45,12,357,1,1.1
2025-12-24,cowpea,kano,852.51,12,358,2,1.1
2025-12-25,cowpea,kano,796.11,12,359,3,1.1
2025-12-26,cowpea,kano,704.01,12,360,4,1.1
2025-12-27,cowpea,kano,884.79,12,361,5,1.1
2025-12-28,cowpea,kano,758.27,12,362,6,1.1
2025-12-29,cowpea,kano,821.13,12,363,0,1.1
2025-12-30,cowpea,kano,735.61,12,364,1,1.1
2025-12-31,cowpea,kano,723.78,12,365,2,1.1
2026-01-01,cowpea,kano,868.87,1,1,3,1.15
2026-01-02,cowpea,kano,763.62,1,2,4,1.15
2026-01-03,cowpea,kano,602.73,1,3,5,1.15
2026-01-04,cowpea,kano,1032.04,1,4,6,1.15
2026-01-05,cowpea,kano,861.49,1,5,0,1.15
2026-01-06,cowpea,kano,772.97,1,6,1,1.15
2026-01-07,cowpea,kano,776.7,1,7,2,1.15
2026-01-08,cowpea,kano,719.55,1,8,3,1.15
2026-01-09,cowpea,kano,876.71,1,9,4,1.15
2026-01-10,cowpea,kano,1138.2,1,10,5,1.15
2026-01-11,cowpea,kano,902.49,1,11,6,1.15
2026-01-12,cowpea,kano,786.85,1,12,0,1.15
2026-01-13,cowpea,kano,848.03,1,13,1,1.15
2026-01-14,cowpea,kano,899.69,1,14,2,1.15
2026-01-15,cowpea,kano,865.14,1,15,3,1.15
2026-01-16,cowpea,kano,666.96,1,16,4,1.15
2026-01-17,cowpea,kano,734.25,1,17,5,1.15
2026-01-18,cowpea,kano,783.81,1,18,6,1.15
2026-01-19,cowpea,kano,724.49,1,19,0,1.15
2026-01-20,cowpea,kano,952.81,1,20,1,1.15
2026-01-21,cowpea,kano,948.93,1,21,2,1.15
2026-01-22,cowpea,kano,766.8,1,22,3,1.15
2026-01-23,cowpea,kano,832.54,1,23,4,1.15
2026-01-24,cowpea,kano,766.64,1,24,5,1.15
2026-01-25,cowpea,kano,858.58,1,25,6,1.15
2026-01-26,cowpea,kano,790.39,1,26,0,1.15
2026-01-27,cowpea,kano,800.13,1,27,1,1.15
2026-01-28,cowpea,kano,964.51,1,28,2,1.15
2026-01-29,cowpea,kano,855.26,1,29,3,1.15
2026-01-30,cowpea,kano,902.51,1,30,4,1.15
2026-01-31,cowpea,kano,883.96,1,31,5,1.15
2026-02-01,cowpea,kano,886.59,2,32,6,1.2
