crop_type,farm_size_hectares,region,soil_type,rainfall_mm,temperature_celsius,fertilizer_used,yield_kg
maize,0.85,Benue,clay,1623.2,28.1,1,2079.4
tomato,3.11,Kano,silty,520.5,25.8,1,41396.5
cowpea,2.59,Bauchi,loamy,1340.8,21.1,0,2693.3
maize,9.37,Lagos,silty,1325.2,29.8,1,27964.2
tomato,5.48,Kaduna,loamy,1476.6,27.8,1,117618.0
cowpea,1.2,Benue,clay,1066.3,26.7,0,1312.8
cassava,2.75,Lagos,sandy,1933.5,28.5,0,22402.9
cowpea,5.4,Kaduna,loamy,1420.0,28.7,0,6813.8
tomato,3.91,Benue,clay,1566.0,23.1,1,50346.5
rice,7.32,Lagos,clay,1042.9,26.5,1,28469.1
maize,1.85,Benue,sandy,1153.3,28.3,1,4770.9
cassava,6.75,Kano,clay,996.3,25.2,1,76083.1
yam,2.95,Plateau,sandy,1187.4,25.0,1,25903.6
pepper,5.24,Kano,clay,1210.1,23.4,1,37413.5
cassava,3.23,Benue,sandy,819.7,26.0,0,24949.8
yam,4.35,Lagos,sandy,1260.1,32.2,0,31086.0
pepper,6.63,Kano,silty,478.3,23.4,1,39306.1
pepper,9.32,Rivers,loamy,1046.3,24.0,0,63634.2
yam,1.55,Benue,loamy,1590.9,23.1,0,11690.1
maize,0.76,Lagos,silty,891.9,28.3,1,2015.4
yam,2.88,Rivers,loamy,1078.5,27.8,1,37802.4
cassava,8.27,Plateau,clay,2023.7,25.9,1,86340.4
yam,9.89,Oyo,silty,1052.9,30.7,1,116061.7
cowpea,0.87,Oyo,clay,503.1,23.6,0,568.4
pepper,3.18,Oyo,loamy,1265.9,31.4,1,28296.4
maize,1.26,Benue,sandy,1170.0,27.7,1,3068.8
cowpea,5.2,Plateau,clay,630.5,25.8,0,3918.4
yam,0.79,Plateau,loamy,931.7,33.7,1,7157.2
rice,9.69,Plateau,loamy,1193.3,31.1,1,39556.0
yam,5.39,Lagos,sandy,1286.2,29.2,0,36568.8
yam,2.03,Benue,loamy,859.7,27.5,1,27264.9
cowpea,4.63,Rivers,loamy,1075.1,29.7,0,4881.6
tomato,9.04,Rivers,sandy,1317.4,25.1,1,134669.5
tomato,9.3,Kano,clay,1592.2,25.8,0,102091.0
cassava,4.25,Kaduna,sandy,823.7,25.5,0,33725.8
yam,2.85,Benue,loamy,1043.2,27.8,1,35431.7
tomato,1.03,Rivers,silty,1651.8,28.7,1,16143.5
cowpea,1.35,Benue,loamy,1131.0,27.5,1,2246.2
cassava,1.38,Bauchi,sandy,1557.2,26.7,1,17209.6
pepper,4.11,Rivers,clay,752.3,21.9,0,18488.0
maize,7.06,Benue,sandy,1386.4,24.7,1,15528.4
yam,6.26,Lagos,loamy,2083.9,22.2,1,46155.2
rice,5.95,Oyo,silty,1353.3,25.8,1,22214.9
pepper,1.57,Rivers,silty,2019.5,26.6,0,8847.4
cowpea,5.43,Bauchi,silty,690.8,27.2,1,6997.8
cassava,4.38,Bauchi,clay,697.9,25.8,0,32255.3
yam,7.23,Bauchi,sandy,1130.5,25.6,0,53714.8
pepper,6.53,Benue,clay,882.1,31.9,0,33011.0
pepper,9.79,Bauchi,silty,1269.9,24.1,1,77095.0
tomato,5.3,Plateau,sandy,467.6,27.6,1,51257.6
tomato,4.39,Oyo,sandy,1036.9,22.8,1,52310.1
cassava,2.28,Plateau,silty,1341.5,25.7,1,35396.5
tomato,1.07,Plateau,sandy,1547.7,28.2,1,14938.9
yam,7.44,Rivers,loamy,1241.9,25.6,0,80481.4
pepper,1.64,Kaduna,clay,1685.8,24.2,1,9968.1
cowpea,6.51,Oyo,sandy,1412.1,23.0,1,6440.5
pepper,6.72,Rivers,sandy,1789.7,27.4,1,37052.6
maize,6.46,Plateau,sandy,833.0,25.0,0,11561.6
tomato,6.37,Lagos,loamy,883.9,29.2,1,115269.4
pepper,8.65,Kano,loamy,1371.0,25.2,0,76346.6
rice,2.61,Oyo,sandy,809.5,25.5,0,5878.5
tomato,9.5,Oyo,clay,667.6,25.6,1,108735.1
pepper,8.98,Benue,clay,722.0,28.3,0,49402.3
rice,4.72,Plateau,sandy,1743.9,26.1,1,10566.7
pepper,0.71,Rivers,clay,1138.1,32.0,0,4466.7
pepper,0.6,Oyo,loamy,1297.7,31.8,1,4748.2
tomato,2.24,Benue,loamy,1214.5,28.5,1,51395.8
yam,2.09,Rivers,silty,219.8,26.5,0,10618.5
cowpea,5.16,Lagos,sandy,935.5,25.2,1,4678.5
cowpea,1.67,Plateau,loamy,1166.9,28.9,0,1948.8
pepper,6.18,Lagos,clay,1394.3,25.5,1,41932.1
cassava,7.73,Bauchi,silty,1242.7,26.4,0,90000.5
tomato,6.7,Kano,silty,2226.1,31.3,1,71909.2
cassava,6.95,Bauchi,sandy,1252.7,28.3,0,64775.8
tomato,5.67,Plateau,clay,1356.3,22.7,1,80951.3
pepper,5.02,Bauchi,loamy,745.8,27.1,1,45189.0
cassava,2.71,Kano,clay,1020.6,29.7,1,31570.7
cowpea,9.42,Lagos,clay,1450.7,29.5,0,9327.7
rice,8.53,Plateau,sandy,1487.2,22.3,1,23378.8
cassava,7.43,Rivers,silty,775.6,21.6,0,64357.5
cassava,0.72,Lagos,sandy,684.8,26.1,1,6579.7
yam,9.56,Bauchi,sandy,1229.1,25.3,1,97051.3
tomato,1.76,Benue,silty,831.9,29.4,0,23824.1
cassava,7.69,Kaduna,loamy,1198.9,24.0,0,84446.6
rice,9.52,Benue,loamy,1493.6,23.6,1,34825.9
cowpea,1.15,Benue,clay,969.4,28.5,0,1117.6
cassava,4.38,Rivers,loamy,1320.0,34.3,1,51730.6
maize,7.66,Oyo,sandy,832.1,23.8,0,11199.7
cassava,5.99,Kaduna,silty,1343.8,19.7,0,47928.6
cowpea,1.58,Bauchi,sandy,1527.9,31.9,1,1399.6
rice,1.53,Kano,sandy,1183.2,26.9,1,5570.8
pepper,6.37,Kaduna,loamy,605.1,29.0,0,38301.2
cowpea,2.78,Plateau,clay,1911.1,30.6,0,1812.1
rice,8.47,Benue,clay,928.7,34.1,0,16159.2
tomato,4.0,Oyo,silty,1122.1,25.0,0,57671.0
pepper,8.48,Lagos,silty,735.3,26.7,0,58833.7
cassava,2.54,Rivers,loamy,359.1,27.4,1,26382.7
yam,3.5,Benue,sandy,820.7,27.0,1,33375.0
maize,3.27,Rivers,clay,1006.9,29.3,0,5725.1
tomato,6.43,Benue,sandy,1439.7,23.5,1,93844.1
yam,4.74,Benue,sandy,1152.4,20.4,0,28814.9
cowpea,2.68,Oyo,clay,1323.8,33.8,1,2832.7
rice,2.79,Kano,loamy,790.3,26.0,0,9608.3
pepper,2.72,Rivers,clay,1405.2,26.4,0,20656.5
pepper,7.95,Bauchi,loamy,1832.7,32.1,1,53316.7
cowpea,7.51,Kano,sandy,1821.9,24.8,1,7231.3
pepper,6.43,Oyo,sandy,1081.9,24.8,0,32110.7
tomato,2.5,Kano,sandy,1202.3,28.9,1,38757.4
maize,0.7,Plateau,loamy,1513.2,26.6,1,1882.8
cowpea,2.3,Rivers,clay,943.1,30.6,0,2053.1
rice,2.43,Oyo,loamy,939.5,24.7,0,9071.3
pepper,7.87,Plateau,silty,1692.4,31.2,1,58988.7
tomato,1.09,Rivers,silty,797.1,24.2,0,11002.8
tomato,2.07,Oyo,loamy,659.2,25.8,1,30363.5
pepper,3.88,Kaduna,clay,1244.4,28.4,0,24983.9
rice,3.68,Benue,clay,1458.6,27.1,1,14261.0
pepper,1.32,Lagos,clay,1270.4,27.1,0,9771.9
rice,0.52,Plateau,clay,837.3,27.6,1,1857.4
tomato,0.9,Benue,silty,1381.1,28.3,0,12309.2
tomato,4.48,Rivers,clay,511.0,29.0,1,49849.8
rice,3.81,Rivers,clay,1711.7,29.2,0,7745.8
cowpea,2.93,Rivers,sandy,1754.8,28.7,1,3351.7
cassava,9.67,Oyo,silty,260.6,23.5,1,82406.2
tomato,7.13,Rivers,silty,1350.7,26.5,0,109777.1
maize,5.17,Bauchi,loamy,773.4,25.8,1,14038.7
maize,2.9,Oyo,loamy,645.7,27.3,0,6345.8
pepper,4.64,Kano,silty,200.0,25.8,0,19934.3
rice,1.53,Bauchi,loamy,928.6,29.8,1,6593.7
cowpea,2.17,Bauchi,sandy,1674.1,31.8,0,1415.5
rice,1.73,Bauchi,clay,882.5,30.0,1,5066.4
pepper,4.34,Kaduna,loamy,1132.3,25.2,1,43060.7
rice,6.91,Oyo,sandy,1778.6,26.9,0,16207.6
pepper,9.5,Kano,sandy,532.3,31.7,0,41676.2
tomato,2.09,Benue,sandy,2186.5,27.0,0,13978.3
pepper,0.88,Kaduna,silty,1309.8,28.8,0,7552.4
rice,7.71,Benue,sandy,1053.9,35.5,1,18142.5
rice,1.48,Kano,silty,653.1,27.0,1,4740.4
cowpea,6.07,Kaduna,loamy,1133.0,28.5,1,9815.6
yam,9.4,Bauchi,sandy,1382.1,28.3,0,69544.6
yam,0.81,Rivers,sandy,1259.4,28.6,1,7140.9
maize,3.49,Lagos,loamy,973.2,28.9,1,9754.9
yam,5.1,Rivers,silty,1439.0,25.1,1,62002.4
rice,8.41,Oyo,silty,691.3,28.9,1,25362.2
cassava,6.62,Bauchi,sandy,1312.4,28.5,0,67073.0
rice,6.75,Benue,silty,924.4,27.7,1,24569.2
tomato,1.84,Kaduna,loamy,1440.3,29.8,1,31232.9
pepper,7.74,Benue,loamy,1218.1,25.5,1,86965.5
rice,1.23,Oyo,sandy,1080.9,26.1,1,4593.8
cassava,5.1,Benue,clay,1178.4,28.6,1,67184.7
tomato,4.14,Rivers,loamy,1948.3,27.3,1,62879.3
yam,8.37,Kaduna,silty,1397.6,30.1,0,60661.4
cowpea,1.06,Kaduna,silty,1459.0,24.8,0,963.2
cassava,7.11,Kano,clay,935.7,29.0,1,83899.4
maize,5.5,Benue,clay,834.8,25.1,0,7384.1
tomato,4.35,Kano,loamy,1343.2,23.0,0,64896.3
cassava,9.86,Bauchi,silty,902.4,25.4,1,125389.8
pepper,5.98,Bauchi,silty,990.1,24.1,1,49623.6
rice,8.01,Benue,clay,1227.2,25.5,0,22569.2
rice,7.02,Oyo,sandy,375.8,31.9,0,11249.6
rice,3.03,Oyo,sandy,1108.1,27.6,0,7116.8
yam,4.87,Plateau,clay,1144.4,28.4,1,49511.6
rice,1.66,Lagos,loamy,1292.3,21.8,1,6132.0
cassava,8.11,Benue,loamy,1123.6,30.5,0,95365.2
pepper,3.84,Benue,sandy,1213.0,29.9,0,23887.3
cowpea,6.61,Rivers,loamy,915.2,25.5,1,9250.1
rice,4.24,Bauchi,clay,1306.5,27.5,0,12155.6
yam,5.4,Rivers,clay,963.6,26.2,0,37522.4
yam,9.09,Oyo,silty,2051.3,24.0,0,54045.8
cassava,3.45,Kano,loamy,1162.2,24.7,1,59611.7
rice,2.66,Rivers,loamy,1477.6,28.9,1,12081.6
yam,4.39,Kano,clay,778.4,32.8,0,23709.8
maize,3.89,Rivers,sandy,1444.8,31.0,1,8940.4
yam,1.86,Lagos,loamy,1182.8,25.2,1,27087.4
maize,2.98,Lagos,clay,958.1,25.8,1,6390.2
cowpea,9.71,Rivers,sandy,1341.1,28.0,1,12443.0
pepper,3.77,Rivers,silty,655.1,28.9,1,24700.3
cowpea,3.93,Oyo,silty,1509.8,27.4,0,4672.8
cowpea,7.79,Oyo,silty,905.4,25.4,0,9214.5
tomato,0.84,Lagos,loamy,734.2,28.6,1,13019.0
rice,6.18,Rivers,loamy,2000.6,34.2,1,17158.7
yam,1.07,Lagos,sandy,1138.0,26.7,1,11816.6
maize,7.85,Bauchi,clay,200.0,31.2,0,10494.5
pepper,9.0,Bauchi,clay,1885.6,29.6,0,51864.5
cowpea,7.97,Kaduna,silty,1097.3,26.3,1,11961.3
rice,3.21,Benue,sandy,418.2,28.3,1,8722.5
yam,7.09,Rivers,sandy,1500.6,20.4,0,44247.8
yam,6.9,Lagos,clay,1265.2,28.3,1,73578.2
cowpea,4.15,Rivers,silty,398.5,24.2,0,2772.2
maize,3.67,Rivers,sandy,1036.9,28.4,1,6887.8
cassava,3.86,Kano,clay,1892.2,32.5,0,22183.2
pepper,5.31,Lagos,sandy,1352.9,24.9,1,35449.2
cowpea,5.06,Lagos,silty,987.2,21.5,0,4699.1
cassava,6.2,Plateau,sandy,1842.5,26.3,1,54053.5
maize,0.74,Oyo,loamy,1032.4,28.7,1,2555.1
cowpea,5.83,Benue,sandy,1460.8,30.9,1,5831.2
yam,1.63,Rivers,silty,921.0,28.8,0,11167.7
pepper,7.88,Bauchi,sandy,1394.8,27.3,0,51713.2
yam,0.79,Plateau,silty,923.4,27.9,0,6902.0
pepper,6.53,Lagos,clay,1416.9,28.0,0,47841.5
cassava,8.28,Bauchi,clay,422.3,33.3,0,43519.3
maize,2.66,Kano,sandy,1594.8,26.4,0,4752.5
rice,8.79,Bauchi,sandy,929.6,24.4,1,20740.0
cassava,3.66,Kaduna,sandy,1012.0,30.5,1,39270.8
cassava,5.55,Rivers,loamy,1367.2,24.3,1,96634.0
tomato,0.58,Kano,silty,1637.0,21.3,0,5638.7
maize,4.76,Bauchi,loamy,853.6,33.4,1,11839.4
tomato,4.24,Kaduna,clay,1412.3,26.5,1,72444.1
cowpea,8.67,Plateau,clay,1445.9,28.5,1,8645.4
tomato,4.72,Kaduna,sandy,1155.9,28.2,1,65960.1
rice,2.51,Benue,silty,1563.3,29.9,1,8705.5
cowpea,8.55,Kaduna,clay,1486.2,26.6,0,7501.7
cassava,8.33,Kano,silty,1216.8,29.8,1,127779.4
rice,5.35,Lagos,clay,1025.7,31.5,0,14923.0
yam,6.9,Lagos,clay,600.9,27.1,0,54877.2
rice,1.68,Lagos,sandy,1442.2,26.5,0,4219.9
pepper,2.05,Plateau,clay,936.9,22.5,0,13938.8
pepper,6.78,Plateau,clay,1003.2,23.2,1,50978.5
rice,9.9,Oyo,silty,1532.3,26.8,1,40657.1
rice,5.46,Bauchi,sandy,1106.6,29.9,1,16266.5
rice,4.12,Kano,sandy,1208.7,26.8,1,14008.2
rice,9.06,Kaduna,silty,559.5,29.0,1,27769.6
maize,4.45,Kaduna,clay,1188.5,30.0,1,11458.6
maize,2.51,Lagos,clay,707.8,28.2,0,4480.7
rice,1.66,Kaduna,sandy,1579.5,27.1,1,5003.7
cowpea,1.87,Bauchi,loamy,848.9,19.9,1,1765.1
maize,1.47,Bauchi,silty,1029.7,25.3,1,3671.5
maize,8.77,Plateau,sandy,945.3,26.2,0,12936.2
yam,4.61,Kano,silty,1111.2,25.3,0,42170.6
rice,1.78,Plateau,silty,1184.6,24.9,0,5730.6
rice,8.01,Lagos,sandy,869.8,25.1,0,18671.0
cassava,4.71,Kaduna,loamy,1235.5,28.6,0,45613.5
cowpea,2.28,Benue,loamy,1365.5,24.3,1,3658.9
rice,1.25,Rivers,sandy,583.5,29.9,0,2076.7
tomato,9.32,Kano,clay,1779.4,26.9,1,123799.7
cassava,7.3,Lagos,loamy,1492.9,28.2,0,81105.5
maize,8.51,Kaduna,clay,1577.4,26.3,1,23164.7
cowpea,1.69,Kaduna,sandy,1535.5,23.5,1,1404.5
cassava,1.11,Oyo,sandy,1489.1,26.6,0,9222.5
maize,3.9,Kaduna,clay,914.4,27.3,1,9954.3
pepper,2.09,Kano,loamy,1139.8,20.9,0,14361.0
cassava,3.91,Kaduna,loamy,1467.8,23.1,1,52194.9
rice,5.86,Kano,silty,583.7,26.3,1,19326.1
cowpea,3.86,Benue,clay,535.8,27.9,0,3197.4
rice,3.95,Lagos,loamy,1260.0,30.0,1,17746.7
tomato,3.9,Oyo,clay,1600.7,23.9,1,49749.0
yam,9.43,Plateau,silty,734.9,29.1,1,85638.2
yam,1.33,Plateau,clay,1869.9,30.4,1,9491.2
rice,6.89,Kano,sandy,1463.6,27.2,1,26199.3
cassava,4.61,Lagos,silty,780.3,25.7,1,59343.6
yam,7.57,Rivers,sandy,261.0,29.2,0,30594.2
tomato,1.6,Oyo,silty,2076.4,31.4,1,19107.2
cowpea,3.5,Plateau,sandy,1671.3,26.7,1,3328.3
yam,7.71,Kaduna,sandy,1554.3,27.1,1,68281.5
cassava,5.39,Plateau,loamy,762.0,26.8,0,59341.6
cassava,8.44,Lagos,sandy,940.9,22.6,1,69410.6
yam,6.77,Kano,loamy,1370.8,27.7,1,75995.4
cowpea,7.04,Bauchi,clay,553.8,24.4,1,6118.7
cassava,9.38,Oyo,clay,1392.6,27.6,0,103888.8
cowpea,3.53,Kano,clay,391.8,22.3,1,2488.7
rice,9.42,Rivers,loamy,1653.8,26.9,1,38516.8
tomato,8.13,Benue,silty,1077.7,26.9,1,133554.5
cowpea,6.99,Benue,sandy,1503.4,23.2,0,5367.0
tomato,1.93,Kaduna,silty,846.5,28.3,0,23985.0
cassava,6.11,Oyo,sandy,337.6,23.2,0,36361.8
cowpea,2.54,Benue,clay,1055.4,27.4,0,2749.2
cassava,5.27,Plateau,silty,1346.5,23.4,1,62374.9
cowpea,3.64,Benue,clay,1676.3,26.8,1,3907.8
maize,5.07,Bauchi,silty,1756.2,20.3,1,9476.8
rice,0.72,Kaduna,loamy,1691.2,23.9,1,2547.9
pepper,7.66,Oyo,loamy,1310.9,29.3,1,74475.5
cowpea,1.91,Bauchi,loamy,1108.2,25.5,1,3225.3
pepper,9.41,Rivers,sandy,1207.9,23.4,0,60995.4
maize,5.55,Oyo,silty,1727.1,26.8,1,15677.1
yam,4.42,Lagos,clay,1318.9,22.9,1,38807.6
yam,9.0,Benue,clay,1802.6,27.1,0,66048.4
rice,4.82,Bauchi,clay,1110.0,29.3,1,18819.7
yam,6.95,Plateau,silty,630.0,22.9,0,44808.3
tomato,5.45,Benue,clay,874.6,29.0,1,75939.1
maize,6.09,Benue,sandy,1296.3,27.0,1,14454.3
yam,7.89,Kaduna,clay,1285.5,29.0,1,86620.9
maize,1.3,Plateau,silty,1574.9,25.7,1,3211.1
maize,3.52,Kano,silty,1057.4,22.0,0,6790.8
cassava,1.21,Plateau,clay,1097.1,30.2,1,15944.6
tomato,5.65,Lagos,sandy,1495.1,23.4,1,78401.5
rice,4.28,Lagos,silty,711.1,25.5,1,14793.7
rice,5.97,Plateau,sandy,1472.1,31.0,0,13115.8
cassava,9.02,Bauchi,loamy,1422.0,31.0,1,115889.5
rice,7.41,Bauchi,sandy,888.8,31.6,0,14502.9
yam,2.95,Lagos,sandy,1144.0,28.7,1,26356.4
rice,0.71,Kano,clay,1163.1,28.4,1,2549.6
cassava,8.32,Plateau,sandy,805.2,24.3,1,87303.5
maize,1.09,Plateau,sandy,954.6,23.6,1,2551.5
maize,5.32,Lagos,loamy,777.3,27.2,0,14761.9
pepper,6.61,Rivers,sandy,1803.9,30.2,0,26384.0
yam,9.18,Bauchi,sandy,1676.0,29.8,0,64103.4
pepper,7.85,Kaduna,sandy,1311.3,26.3,0,51507.4
pepper,8.46,Kano,silty,1209.2,29.8,1,72623.7
maize,7.23,Bauchi,loamy,1367.9,29.7,1,24858.4
rice,6.21,Benue,loamy,1155.4,26.7,1,31398.6
rice,7.44,Kano,clay,1446.0,31.8,1,26109.2
maize,1.78,Kano,silty,896.9,27.8,1,4815.8
maize,8.14,Bauchi,sandy,2036.7,27.9,1,14035.9
yam,4.19,Benue,sandy,988.5,28.8,1,42204.5
rice,6.78,Rivers,silty,1383.0,30.6,1,26339.6
cassava,4.83,Rivers,clay,1501.2,28.1,1,69496.1
rice,4.65,Kaduna,clay,1405.4,28.6,0,15047.9
tomato,6.35,Rivers,loamy,1662.6,24.7,1,109407.9
cowpea,2.64,Benue,loamy,676.0,25.3,1,3253.2
cassava,8.49,Plateau,loamy,1552.9,26.8,0,100437.9
cassava,3.27,Plateau,sandy,1852.5,27.2,1,35846.3
rice,7.55,Benue,clay,1549.2,25.7,1,25305.0
cassava,1.97,Plateau,clay,700.1,26.8,1,21427.8
maize,4.13,Kaduna,clay,1393.1,26.0,1,10044.4
yam,1.33,Benue,silty,876.3,28.5,1,15373.8
yam,3.51,Plateau,loamy,943.6,22.5,1,33541.0
maize,1.62,Plateau,sandy,921.2,28.7,0,2274.6
rice,3.04,Benue,silty,1178.2,20.8,0,7976.0
cowpea,4.24,Lagos,silty,1043.2,24.8,0,4088.0
tomato,9.19,Lagos,sandy,779.5,26.5,0,90984.5
yam,9.86,Plateau,silty,1180.3,27.1,0,99216.2
pepper,2.8,Benue,silty,1007.7,29.0,0,17221.1
maize,7.85,Kano,silty,524.6,24.4,1,15510.9
yam,9.7,Benue,silty,1693.2,21.8,1,81351.7
pepper,6.19,Bauchi,sandy,1917.6,32.5,1,33004.4
tomato,8.36,Rivers,clay,1005.5,23.8,0,86655.4
pepper,8.86,Lagos,clay,823.7,27.8,1,73526.0
rice,1.73,Lagos,sandy,1286.9,21.7,0,4098.6
tomato,6.74,Lagos,sandy,1276.4,31.1,0,74810.3
tomato,4.23,Rivers,loamy,1286.7,28.7,0,72328.4
rice,0.82,Kano,clay,1123.0,23.5,1,2992.0
pepper,4.11,Plateau,loamy,1187.9,26.7,1,46587.4
tomato,3.55,Oyo,clay,1439.2,28.8,1,58567.6
pepper,3.87,Bauchi,clay,1217.7,22.9,1,26513.2
yam,3.26,Lagos,sandy,1623.1,26.5,1,28182.7
pepper,4.38,Lagos,loamy,902.8,31.8,1,38026.3
cassava,6.47,Oyo,clay,1008.4,30.1,1,70600.5
cowpea,6.27,Bauchi,silty,1170.5,24.4,0,7893.1
yam,5.74,Lagos,clay,1128.0,26.3,1,58414.1
yam,4.31,Benue,clay,947.7,33.4,1,34928.1
yam,3.68,Lagos,clay,644.4,31.5,1,29327.9
pepper,7.33,Lagos,sandy,1318.0,24.8,0,43844.3
maize,6.92,Bauchi,silty,1440.7,20.3,1,15775.7
yam,3.54,Plateau,sandy,904.6,27.7,1,31887.2
tomato,2.14,Oyo,sandy,1183.6,28.1,1,32131.7
yam,3.61,Bauchi,loamy,780.4,28.3,1,43160.8
maize,9.84,Oyo,sandy,1263.5,29.4,0,19894.8
cowpea,8.91,Plateau,clay,1023.0,25.4,1,9603.9
cassava,6.52,Bauchi,clay,749.1,30.2,1,62096.6
tomato,1.14,Kaduna,loamy,670.7,30.3,1,16290.2
cowpea,2.41,Kaduna,sandy,2072.8,23.6,1,1939.7
maize,9.66,Kano,clay,728.5,27.7,0,17537.7
rice,7.66,Oyo,silty,792.6,26.8,1,27605.0
pepper,1.45,Kano,loamy,1685.7,29.0,1,12018.6
cassava,4.23,Kaduna,loamy,726.5,25.6,0,39033.2
rice,4.89,Bauchi,clay,1155.9,31.3,1,18937.5
rice,1.68,Rivers,silty,1586.6,26.5,1,6790.7
tomato,9.12,Bauchi,clay,1197.0,29.4,1,141842.7
tomato,0.96,Kano,clay,1335.8,28.1,1,16528.9
cowpea,9.41,Kaduna,clay,1629.2,27.7,0,8690.2
tomato,4.92,Kano,clay,531.4,28.9,0,46359.2
cowpea,9.64,Plateau,clay,1320.6,28.0,0,7974.9
rice,3.79,Bauchi,clay,1174.3,29.0,1,16693.0
rice,1.41,Rivers,loamy,656.3,32.0,0,3887.9
rice,5.04,Rivers,silty,938.5,30.6,1,16286.5
cassava,8.22,Kaduna,sandy,1422.1,27.9,1,92736.5
tomato,2.92,Bauchi,loamy,1539.2,24.7,0,48997.8
rice,2.15,Benue,clay,979.9,29.5,1,7704.1
pepper,3.3,Kano,silty,2273.2,26.9,1,19999.8
tomato,5.94,Oyo,loamy,1189.4,24.7,0,94988.8
maize,9.99,Oyo,loamy,1512.1,22.1,0,20596.4
rice,6.85,Plateau,silty,1151.8,28.1,1,26663.5
cassava,6.95,Benue,loamy,1012.5,31.7,1,77435.2
cassava,4.69,Plateau,clay,1996.6,24.9,1,38689.8
rice,3.77,Plateau,clay,796.7,22.1,1,10347.2
yam,4.89,Bauchi,loamy,1035.6,27.3,1,53385.9
cowpea,0.8,Bauchi,sandy,1095.8,25.3,1,726.9
yam,5.82,Rivers,sandy,1377.6,25.3,0,49952.9
tomato,9.21,Rivers,clay,893.9,26.9,1,143154.8
cassava,1.36,Oyo,sandy,1115.7,25.0,1,13883.5
tomato,4.15,Kaduna,silty,1004.9,30.6,0,52958.8
maize,1.83,Benue,sandy,1609.0,25.2,1,3669.3
tomato,0.57,Lagos,silty,582.1,27.8,1,8541.9
tomato,3.44,Lagos,loamy,1163.2,28.5,1,70504.3
maize,1.26,Oyo,sandy,1388.7,33.8,1,1922.0
rice,2.6,Oyo,silty,889.8,30.3,1,10309.9
tomato,6.87,Bauchi,silty,200.0,27.3,1,68628.8
tomato,9.92,Kaduna,silty,1475.1,24.2,0,115656.8
rice,5.81,Plateau,silty,1095.1,27.6,1,29237.2
tomato,8.74,Lagos,sandy,1917.4,26.3,0,76694.6
maize,2.9,Lagos,silty,1759.2,26.2,0,5865.1
rice,3.28,Plateau,loamy,1000.9,28.7,1,14831.7
yam,7.06,Benue,loamy,1319.8,28.0,1,97918.6
rice,6.54,Benue,sandy,1378.0,28.3,1,21766.3
yam,2.53,Oyo,loamy,1127.0,31.3,0,27175.9
yam,8.04,Bauchi,silty,1060.1,30.2,0,72039.3
maize,7.02,Benue,clay,1235.2,29.5,1,19589.1
cassava,1.07,Oyo,silty,948.8,28.8,0,11748.8
tomato,1.62,Oyo,loamy,928.0,29.4,1,27273.7
rice,2.54,Kaduna,silty,825.3,32.1,0,7211.9
cassava,7.29,Kano,sandy,1671.4,28.8,1,70385.0
cowpea,7.48,Lagos,sandy,1104.5,26.3,1,9533.3
pepper,3.6,Kaduna,loamy,1535.1,33.2,1,26970.1
yam,3.57,Plateau,loamy,1783.1,26.6,1,34659.8
rice,9.98,Oyo,sandy,1202.4,20.3,1,21164.5
yam,5.82,Plateau,silty,1053.5,31.7,1,53246.4
maize,8.41,Plateau,silty,1668.7,24.9,0,18255.1
cowpea,7.87,Rivers,clay,1111.2,25.5,1,8496.8
cassava,1.09,Kano,loamy,1504.9,28.1,1,13939.4
cassava,9.49,Rivers,silty,1932.8,26.0,1,81177.3
tomato,0.9,Kano,silty,1169.0,28.1,1,16036.7
yam,9.65,Kano,clay,1104.7,22.8,1,97582.6
yam,4.18,Kano,sandy,1330.9,23.2,1,33015.1
pepper,9.93,Rivers,silty,1890.2,26.9,1,75139.0
cowpea,1.33,Bauchi,sandy,737.7,22.8,1,1092.1
tomato,9.63,Kano,clay,1805.4,28.7,1,136675.9
cassava,9.14,Kano,silty,1578.0,25.3,1,103088.8
pepper,6.19,Lagos,clay,1802.8,29.0,1,47657.9
cassava,7.98,Kaduna,loamy,1052.5,24.7,1,104986.2
tomato,5.21,Rivers,clay,1361.9,23.3,1,71492.8
maize,8.01,Benue,sandy,200.0,27.5,1,11395.5
cassava,4.54,Plateau,silty,1101.3,28.4,0,56715.8
cowpea,5.44,Oyo,sandy,1799.0,25.3,1,5668.7
tomato,2.29,Lagos,silty,2193.9,27.9,0,21303.5
tomato,6.54,Kaduna,silty,1619.1,29.6,1,119265.1
maize,8.07,Plateau,loamy,680.9,30.9,0,15915.3
tomato,6.64,Plateau,sandy,588.6,25.9,0,50789.2
tomato,4.24,Lagos,sandy,407.2,29.8,0,26345.6
pepper,2.43,Kaduna,loamy,1679.5,28.5,1,23767.5
tomato,2.03,Plateau,clay,733.0,30.7,1,24066.7
rice,4.54,Plateau,sandy,1340.4,26.7,0,13523.2
yam,5.25,Kano,silty,1479.9,28.8,1,56426.2
cassava,5.47,Kaduna,silty,1648.3,27.6,0,55978.5
tomato,8.16,Kano,sandy,1654.2,27.4,0,95347.7
cassava,5.78,Rivers,silty,904.3,23.3,1,70363.5
tomato,2.84,Bauchi,loamy,624.0,28.1,1,46636.3
yam,2.11,Kano,sandy,1414.5,25.0,1,20253.2
tomato,1.25,Bauchi,clay,1778.7,27.0,1,15943.9
yam,2.03,Benue,clay,1638.4,28.2,0,12661.0
